review_text,stars,needs_reply
This is the App that i've been waiting for,5,0
"Don't install this app.This is forgery. I've used this app for more than 2 years when I changed my mobile phone I couldn't login when I logged in it says ""this email account is not in our database"" I have the mail to prove that I had had the account in the App.I mailed the company 4-5 times but there's no reply. 2 years of my habit data is lost.",1,1
Getting better with each up date.,4,1
"After adding task to the app, it just doesn't shows up.",1,1
"I have been using the app for some time (I guess about 2 years). The functionality is very good. But here comes the tracker list: AdColony, AppLovin, ChartBoost, Facebook Ads, Flurry, Fyber, Google Analytics, Inmobi, ironSource, Mintegral, Moat, Tapjoy, Unity3s Ads. Appgenix says ""only for the free Version"". Check with Wireshark in progress.",3,1
"Have been using this for years. Wipes the floor with the standard Google Calendar app in terms of usability and functionality, but also syncs perfectly with my Google Calendar. It has by far the best and most customisable widget of any calendar app I tried, which was what drew me to it in the first place",5,0
I'm liking it but it seems to have some bugs. It's currently 01:13am but the widget and app are still showing yesterday's calendar sectors and event list.,3,0
Can't post to my google calendar or any other subscribed calendars. Disappointed because this app has promise.,2,1
"I loved it until I realized that the very feature that got me to download it in the first place, is only available in the upgraded version. I agree that some features should only be available if you upgrade, but the weekly view, really? Only planner that weekly view isn't part of the free app.",2,1
"I unistalled just for the costumer service. I was ready and willing to give the app a shot. But given the cruel, uncaring, and sarcastic responses to others who were unpleased with how the app works I will be uninstalling imediately.",1,1
This is the app to get! Insanely helpful getting me to keep track of all the things I need to get done daily for my home business homeschooling stay at home mom chores and personal tasks ect. Love the colors love to cross off tasks and i love time stamp on completed tasks. Can't think of anything that would improve the app. Perfect. Love it.,5,0
"Much slower than Wunderlist, frequent issues with sync (20 seconds to sync after the website is already loaded??) between Android phone and browser version.",2,1
"Really beautiful and great idea. It is unfortunate for anyone who doesn't buy into all things Google and don't use Google Callander. In this day, building your app to only one service is not a good idea unless it's for the iPhone. Now if I could get my work calendar on this app, wow, what a great way to visualize your day. Just playing with the demo showed me the power of this style.",2,1
"I just started but really like it so far. Competes directly with Habitica but less of the nonsense costumes. It's hard at first to sort characteristics, skills and tasks (you are essentially your own game dev) but on paper I recently sorted out what I want to improve (Skills) and what is stopping me (Characteristics). Tasks will follow soon after. I'm really hopeful about this setup, I love the design, and I never do this but I might actually pay for a subscription (!!!) if all goes well.",4,1
works well but wish i could delete public holidays that are not relevant for me,4,1
Very poor application.... Repeating reminder not working...useless app,1,1
Wastage of time,1,1
"Trying to sync my calendar with both my phone and tablet, and any notes and/or tasks are not syncing between my devices.  Having to duplicate these items is very frustrating.",3,0
"I wish I could do 4.5 stars because the only thing I don't like is that most of the trees, sounds, etc. are only for premium users. I read your replies to others and I respect the reasons, but it is a little annoying.",4,0
Très pratique !,4,1
"I have already installed it but i cant see it in my computer, i dont know what is wrong I installed it from google drive and....i cant see anything in my computer, if you can please tell me where can i find it , i would be so thankful!",1,1
It went from simple and useful to cool and confusing this morning. I don't know what is going on. I'm disturbed,3,1
Have been using this app for about a month now to list jobs and to do around the house. Easy to list all things needing done to remind you of what's still needed and what is finished.,5,0
The notification and alarm functions don't work.,1,1
I really like how amazing it is on my phone. But I'm so disappointed to see that it can't be downloaded or visualized on my new galaxy active watch...,2,1
"I set up an account Set up tasks for the week Now it says my email and 
password are not on file. How do I correct this",1,1
its a great app without ad. most things are fully customizable,5,0
"Developers, can you please reduce the spacing between items on lists. Also, please include a simple colour assignment to list items - this would enable fast identification (and sorting) when grocery shopping. E. G. All fruit & vegetables can have a green background while dairy can be white, medication red Previous review : Forced update from Wonderlist (purchased by MS some time ago). Works as before but now fewer tasks seen in the list due to increased spacing. Would like to go back please....",3,1
This is the perfect app! It feels like it's custom made for me!,5,0
Went for the premium subscription without a doubt. Definitely benefitial to those to use it honestly. Edit: Everything's good but after changing phones I've suffered having to manually copy the same habit list because the sync function just doesn't work.,3,0
I've been using planner pro for at least 2 years. Has not disappointed!,5,0
"Great app but the notification ringtone doesn't work, which is really important for me. Hope you add a calendar feature for the week at least.",2,1
Please add the option to view progress monthly / year / week,4,1
"It's a good app to block your phone if you want to focus for some time. The thing is, it is not as good if what you want is to stop over-using your phone altogether. Also the last change of moving certain tree species (most of them, almost all) to premium is kind of lame, since so many functions are already only available for premium accounts. Couple that with how much time it takes to get a tree and this change seems unnecessary (since use time also means more adds watched and more revenue).",2,1
One or two interface aspects I might wish to adjust. Would like event status to be reflected in it's display. Would like events to reflect their event-type category.,4,0
"I think this app retarted my samsung tab S3 SM-T825Y itself. I had reset my tablets just to know what was my problem. When i reinstall ticktick, it started restart again. Like malware or something. Please fix.",2,1
"Wants me to write a username, but says ""username already taken"", even when I put nonsense in.",3,1
"Too complicated. It probably has a lot of, but it's not intuitive enough.",1,1
"time to find another app........ the pro version is really good and i understand it is needed to provide good services, but there are plenty of other versions rather than making only 10 trees available for free version users. put more adds, add in-app purchase to purchase like coins or an upgraded coins like every game app do, make special tree more expensive in coins... this update really kills the appeal of this app.",2,1
Excellent interface. Easy to use.,5,1
"I LOVE this app. I had tried Habit RPG and I liked the generalized idea behind it but wished it was more in depth & video game like, that you could not only lvl up but gain skill points, this is extremely detailed, even has characteristics you can lvl up as well as skills & allows for complete customization in everything. Being a nerd & someone who lacks discipline, I forsee this to be an extremely useful tool to help me stay on task, achieve my goals and feel like I am ACTUALLY lvling up IRL!!!",5,1
good app...but they could add something like notification bar tab or floating widget or something so as to remind us constantly to keep us in check in order to develop out habits,4,0
"This 1star is for new updated version....prev bersion was beautiful but new one sucks, it doesnt count time if phone is in battery savings mode...",1,1
It's simple with a clean interface. Does the job.,5,0
"This app is simple and easy to use. After a year of trying other to do apps, I have loaded this onto my phone and laptop. The app works great and synchs great as well. New graphics are awesome. One detail that needs to be addresses: deletion of completed tasks is very cumbersome!",4,0
"Doesn't sync properly anymore. Have been using the free version of this calendar app with my Google calendar for years without problems. But for the last half year or so, the appointments don't sync, the invites don't get sent. It has become unusable and unreliable. I have had to switch to the Google calendar app now.",2,1
It is a TERRIBLE app. It always says Forest has stopped working.i hate it. Dont download.,1,1
premium is very expensive,2,1
"I like this app and use it on my Android phone and iOS iPad. It's easy to use, don't need to buy anything, and is clear. I don't love how some tasks are harder to remember and the reminder isn't how I expected, but it's a good app.",4,0
"Relocate the *Delete Task* & *Mark as Done* tabs. I have a Galaxy Note 10+, and, quite likely w/ other phones, when i motion to press my *navigation button* on the bottom right or the *open application button*, on the bottom left, i am frequently accidentally tapping the *mark as done* or *delete task* tabs and have to to manage or recreate my my task details that I was already working with. Aside from being increasingly frustrating, aggravating, and annoying, this becomes a time waster.",4,0
Is there a way to add events directly . I don't want to sync it with calendar.It is very time consuming.,1,1
I can't use my old email on my laptop and use a current email on the laptop. The app will not let me use my current email and password.,1,1
"I was able to set up my account just fine, but I apparently made the mistake of resetting the tutorial to better understand the UI. I kept getting the same ""welcome! Here's what you can do with the app!"" tutorial. Eventually it started to hang, so I got fed up and uninstalled. The UI looks nice, but that doesn't mean it's usable. I had a hard time figuring out the differences between the different areas to set up things you want to improve on. The terminology isn't understandable (no clue as to what separates Habits from Dailies from Tasks), and unfortunately, because I still couldn't understand what I was supposed to do and where, it's not very usable for me. The bug that left me in tutorial/hanging hell was enough. I had it installed got a grand total of 10 minutes, and I don't have the patience to wait out however long it'll take the developer to fix it.  Phone: Google Pixel. Latest version of Android as of 17 March.",2,1
A bird's eye view to your schedule.,4,0
"It remembers my todos, so I can focus on executing those todos. Helps alot in achieving more.",5,0
Superb calander app I have found so far,5,0
Love the way this app is helping me. Its Great feature is the way we can track our own progress because of reward system. 4 stars only because of app's free theme.,4,1
"I have used this awesome app for 3 years at least. Sleek, convenient, powerful. But the recent updates just bring more and very intrusive ads. If that is not reverted soon, I will have to change app. Pissed by how awesome app become awful because someone wants to make money out of other's great job. And thanks for your copy pasted answer 🙏",2,1
"Great concept, but really quite bad execution. With so many bugs even in the new player introduction it feels like an early access, not v2.2 of anything. Surprised to learn that it's been in public release for 4 years now. I would be ashamed to make or spend money from any transaction within this game. I'm not usually this harsh, and I hope none of the devs take this review personally, but get it together. Needs a major QOL & UX overhaul before I would consider the concept v1.0 complete.",2,1
Preety good,4,0
Ugly graphics. I wish it measured my walking distance like Pokemon go,3,1
stupid app with adds,1,1
"10/2020 still using both phone and pc versions. Syncs enough to be useful, but still a bit buggy. Problem is that there isn't anything better that I can find. Still does the job. Old review: Like that it syncs with pc calendar. Like the color and holiday/birthday options. Don't like that birthdays don't sync from phone to pc. Had problems with syncing at all until unchecked calendar on pc version.",5,0
"A pretty easy way to keep track of tasks and set reminders, whether recurring or not",5,0
"If you add frequency graph and give custum modification of periods like week, month, year to histograph and give a frequency patch table then it is more better and attractive.",4,1
Quite helpful..helps me reach my daily targets,4,0
I started using this app in 11th std & I'm getting its benifit but the only thing is that it doesnt shows the tasks we have to complete in some monutes or if two tasks are to be completed simultaneously in a hour. So I humbly request to make some more changes in this app so that everyone can use it more comfortably.,4,0
"This app is wonderful but every time i click the store icon , the app stops suddenly If this issues is solved by developer I'll definitely give 5 stars",2,1
Great place to keep notes,5,0
Nice app best of the ones ive tried. But really think about adding some graphics and a much less boring UI (look at SuperBetter for instance) also a 'multiplayer' aspect is a glaring omission that almost all your competitors have..  Try to have stats actually have some meaning or  a way for us to give them meaning.,4,1
1 star for obligatory signup using Google /fb/twitter.,1,1
"One of the few android apps I've been happy to pay for, and never regretted doing so!",4,0
Very usefull app for procrastinators,5,0
I'm one of those people who needs as many settings as you can possibly squeeze in one app. And I'm happy. Thank you so much,5,0
best app reminder ever i've tried,5,0
"This seems like a fun idea, and was recommended to me as especially helpful for people with ADHD, so I was intrigued. Unfortunately, I have encountered a bug where when I get to the screen where I choose my screen name and username, I cannot press the next button after filling out the name and username. Then, when I exit the app and go back to it, it's the default character and I cannot customise it/my account.",1,1
shows monthly when startup even after changing it in the settings to show weekly. otherwise all around good app.,3,0
Love this app!,5,0
"This is cool, I'm on my first day and just put in all my major daily goals like exercising and reading. You can customize the traits that are rewarded by each activity, as well as penalties for failure. You can even link customizable titles to your level progression (my personal goal: Archwizard of the Order of Ptolemy). Very few features are locked behind the paywall, and everything that is essential is free.",5,1
Forced to review to avoid popups every few days. Ok so far,2,1
Pretty average app,3,0
Sync doesn't work,1,1
I use this app daily! I love it! Great job wouldn't change anything,5,0
"Very bad app. I organised all of my activities, took me 1 hour to complete my planner, then realised that the app automatically sets the time at am, so all my afternoon activities where at the morning, for example if I had to eat at 1pm it said that I had to eat at 1am, so I changed them to pm and suddenly the app errased my whole schedule. WASTING 1 HOUR",2,1
Like another commenter said. Just installed it on new phone and even though signed in it doesn't give my my paid for premium. Previous phone checked the sync and last sync was 128 days ago.,1,1
"Brilliant. For the first time ever I have managed to exercise outside, do yoga, meditate and eat healthily for a full 8 days. Im on a roll! Thank you Habit Bull.",5,0
"Simply the best productivity app out there. It fully integrates with Outlook, Planner, etc. It's very customizable and easy to use. It used to be able to integrate with Cortana's reminders, but unfortunately, since Cortana's fate is still nebulous, this feature is not what it used to be. So it's lacking support for some digital personal assistant reminders. That's the only reason it's not 5 Stars for me.",4,1
"Smart scheduling feature was nice. I miss it a lot. I was using it for a very long time, and I don't think it's OK just to remove a feature without giving something similar.",3,1
This is really working for me... I NEVER THOUGHT I was going to be able to focus this well,5,0
"Does not refresh on Samsung phones. I have done every troubleshooting step and more, to no avail.",1,1
"Has some unchangeable unfeatures like not showing appointments marked with other than ""default"" privacy, as well as appointments marked as ""available"" - instead of ""busy"". That's all work hours I have set apart for clients but not allocated yet - important information to me.",2,1
One of the most innovative and productive app found in the appstore.,5,0
so disappointed with this app! I purchased the pro version then i changed my phone. I cannot log in my account they are asking me to purchase the pro version again. I purchased the pro version again but I'm really really really disappointed I WANT A REFUND THIS SO UNFAIR.,1,1
Couldn't even create a log in.,1,1
"This app is brilliant! Clean, simple, and ultimately customizable. I've been wanting something like this for a while!",5,1
"Widget has been broken with the latest update, keeps reverting back to the My Day view and then once it does that the button at the top left doesn't work anymore and so can't be switched to show other lists without removing the widget and recreating it, please fix!",2,1
This app is not working!!!! 🤨,1,1
"I really like the app. I've even purchased the ad free version to support the developer. However, be advised - if you use the app and need to change your phone or reset it, your data will be lost and you will not have any support. After I factory reset my phone I don't have any of my previous habit data even though it's supposedly synced with my Google account. That's over 2 years of info that I lost. I've sent multiple emails to the developer and have not received any response since.",2,1
"Functionally good, would be nice to have more personalisation options e.g. custom backgrounds etc",4,0
I set up a passcode and now it won't let me in. Can I bypass this? If I can't I will be asking for a refund.,1,1
"I like this app and I bought Premium, even it was a little expensive (5,49 Euro). What I don't like is: Habits ""with a numeric value"" don't allow ""at least 0 times a day"". If you want to do something 6 times a week, with the possibility to do it twice on one day, it will stay undone the other days (-1 *). Tasks/Habits which are marked as undone may be send to the bottom, too (-1 *). Whitout Premium you only can scedule up to 7 habits! After a removal of any named defect I will change my rating.",3,1
Horrible it wouldnt even let me make a note,1,1
It keeps showing java.lang.RuntimeException: Unable to start receiver com.ticktick.task.activity.widget.AppWidgetScrollable: java.lang.NullPointerException: Attempt to invoke virtual method 'boolean java.lang.Boolean.booleanValue()' on a null object reference at android.app.ActivityThread.handleReceiver(ActivityThread.java:3421) at android.app.ActivityThread.access$1300(ActivityThread.java:200) at android.app.ActivityThread$H.handleMessage(ActivityThread.java:1684) at android.os.Handler.dis,1,1
It say over 25 mil downloads and there are only 10 mil downloads,2,1
Sync is a bit slow. Widget does not update very quickly either. Otherwise smooth interface and no other issues.,3,0
I have been begging for a refund from this app for over a month and nobody is replying me,1,1
I don't found usefulness,1,1
Lower rating until I use it more -just started,3,1
Do not download,1,1
"What I didn't know I was looking for. Hate planning my day on the calendar, and tried to use 90 different to-do lists to schedule my day. Update : their new change combining calendar events with reminders doesn't work for me. I only use this for talking reminders no scheduling",2,1
"every now and then, out of blue, it stops syncing across platforms I use. last time it was buggy update, this time is sfsin no idea why.",2,1
"I'm changing my review from 5 to 2. I'm a pro subscriber and love this app, but latest widget changes for Android are truly terrible. I can't click the todoist icon to get the app open anymore because that's gone, I can't click the reschedule shortcut button anymore because that's also gone, and I can't select multiple tasks to mark done at once via the widget anymore. But hey it's transparent now! Horrible update and I hope the team behind this update sees this review.",2,1
It's good app to use.,4,0
"I'm trying to use this a family organiser and so far so good. The only feature I'd really like is to share reminders - is that possible? E.g. if I set a task in a shared list, I'd like everyone to receive a reminder for that task (or at least the person who has been assigned). As it stands, you can only set up reminders for yourself.",4,1
"So far so good, you have to be willing to set on the app for a bit to figure it out. It's a rpg game based off of truth. The app does freeze fairly frequently but you just have to close it and reopen it and everything is back in order.",4,1
"I have thoroughly enjoyed my AA ever since I found out about last year! I had been looking for an organizer that I use as a calendar and to handle my many ""things to do"" lists. Thank you Katy for your vision and concept.",5,0
"Just paid for this app. Latest update, I've lost some events in 1 of the 4 Google calendars I view. Those events show up just fine in the Google Calendar, and used to show up o.k. My free Business Calendar. I see you did an update July 20. Maybe there is a bug in that version. I tried stopping the app, cleared cache, cleared all data, started over. Still missing some events in one calendar. Refresh/resync doesn't help. All events showing in Google Calendar. Shut down, restarted phone, not fixed.",4,1
Too many ads,2,1
couldn't exactly figure out how to use it,2,1
not convenient for users,2,1
User friendly,5,0
Very handy tool.,4,1
"Great app, easy to use. Custom colours and categories for each habit. Limited to 5 habits on the free version is the only gripe",4,0
Totally useless - sharing lists does not work.,1,1
Terrible! I transferred all my lists from Google to this app do they would all be in one place and they didn't save! So beyond frustrating.,1,1
"I set a reminder to do a task daily at a certain time, however, this app does not retain the same time on the daily reminders. it will remind you and set the task to do but at an earlier time.",1,1
"My phone freezes up everytime I complete or snooze tasks whether it be through the popups or just through the app itself. Edit: after the last update, nothing has changed, and in fact, this issue has gotten worse as I slowly build up my number of tasks. Every night, I tend to reset a lot of reminders for the next day, and now my phone almost always freezes up for a good 2 minutes and then hits me with a ""close system UI"" which then turns off my phone for some more time. 2 stars now instead of 3",2,1
"UPDATE #3 06/05/2020 ADS-ADS-ADS FULL SCREEN, AUTO-PLAY ADS w/ noise 1st Review: Many INTRUSIVE POP-UNDER links open browser subjecting us to crazy ads 12-12-18 Reply to DEV's The POP-UNDER ADS happen upon selection response to your APP message related to the action taken within your APP. I am NOT ACTIVELY SELECTING an AD. I am NOT PASSIVELY SELECTING an AD. I am NOT ACCIDENTALLY SELECTING an AD. This is either a BUG or INTENTIONALLY DEVELOPED annoyance.",2,1
"I'm so impressed I had to write this! I have never used such a comprehensive calendar in my life (and I'm old) I never write reviews as I really feel its a waste of time. Well this time I am willing to waste my time, to say this is a simply amazing app and I have ran businesses for 25 years and have come across a lot of software. Thanks guys! P.S. buying the pro when I get home today, Not because I need it but I do think I owe it to you! Thanks Keith.",5,0
It's a good app but there should be downloadble templates since it would take time and a lot harder to create your own design.,1,1
Nice App. Able to manage my tasks,4,1
Good. Would like for completed tasks to automatically move to the bottom,3,1
Update: noticed this app sending data to Facebook when I set up my firewall. No bueno.,1,1
Great and useful App!!,5,0
The moderation of the discussion bards in the app leaves something to be desired. Needs better moderation.,2,1
Add a feature that let's me tick tasks off from the widget. Either than that I love the app,2,1
Can I use it offline?,3,1
"This app is not working without internet connection, it's unacceptable for the task manager!",2,1
The app no longer notifies me of my tasks!!! Please fix,3,0
Free to download. Not free to schedule projects. Might as well write things down on notebook paper.,1,1
I paid for premium account. But my account status is still free with no premium feature.,3,1
"Doesn't work on Moto X Pure. Far too slow to handle it I think. Seemed like a good idea, but I can't access the features to make it workable.",2,1
calendar sync for a productivity app is a pro only feature,2,1
It's good but wish Google assistant would add to it,4,0
Absolute trash. You can't do anything without paying 7.99 😑,1,1
"I would like to have a widget on my homescreen, but I have to pay, however, it's really good for organize the tasks!!",4,1
Need ability to sort completed tasks.,2,1
It would be a very good choice for those who want a daily base motivation to make your way to build on the habbit..try not to break the streak of your habbit goals at any cost from which you can gain the max from this app . Well built interface with motivational images loved it❤,4,0
"Have paid for pro version. Used to be decent but now struggles syncing with Google whereas other calendar/task apps do without problem. Have now moved to Etar as its open source, free and provides the same functionality needed.",1,1
I dont like the new update,3,1
I think that a bug when I set tag for the goal they sometimes disappear,4,1
Everytime I try to open an event it stops and closes out,2,1
Is it a Chinese or Taiwanese Official app ? Ans me,4,0
"Overall not a bad app. For the first week or so, it gave me notifications when it was supposed to, but after that, it's almost like it forgot sometimes itself, e.g. notification on Saturday when I set it for Friday. Reminders for things I have set daily don't even come up anymore, but it remembers to give me an display-over-app notification to remind me to set a reminder. Also, no push notifications that take you into the app so you'd have to do it yourself. Sub-tasks are my favourite feature!",3,1
"I have always been a paper planner girl, but now that I've tried Artful Agenda I will never go back! I love the custom covers, adorable stickers and the ability to link multiple calendars together in one place! It's extremely functional and I am obsessed with the fact that I can access it straight from my phone (and computer, too!). No more anxiety about losing my paper planner...loving this beautiful, digital way to organize!",5,0
"I love this app and use it religiously while studying, it is a life saver. I use the app along side the desktop chrome extension and I tend to start both timers at the same time, this messes with my stats and the length of time I have ""stayed focus"" is doubled. I wish there was a way you could chose to limit multiple devices at one time. now I don't know how feasible it is, but it would be really helpful and really add to the experience of using the app!!",4,1
App is good enough ; but hanging / not working / making bad your phone ; Don't download it ; it will make your phone worst situation 😔😔👎👎👎👎,1,1
Not usable without purchasing,1,1
No es intuitiva,1,1
Easy to use. Perfect need to make a to do list,4,1
"I rarely rate apps, but this one is awesome. I use it all the time, for anything. If I may give feedback for improvement, I'd say it could use more useful widgets such as a calendar (Tasks' calendar is visible only when opening the app and as I note everything here I would appreciate a widget for me to see everything at a glance without opening the app) and I would like to be able to choose a List and it's sublist tabs to display as a widget rather than the sublist only. Keep up working! ~~",4,1
"I really liked it until the new ""pro version"" update",1,1
"I downloaded this app today but there is a problem that makes me unable to see to-do lists,habits etc. I really want to use this app but I can't do it when I can't see the options. It would be great if you fixed it so I can use it!",2,1
Soo awkward i can't able to sign *up* 😭 Sick app,1,1
"Fantastic app, would be nice if it had a calendar feature though.",4,1
Simple but flexible app for managing todo lists and notifications.,5,0
"Any.do is gradually becoming my daily tool for managing my schedule, tracking customer debt position. It is a rewarding experience for d money.",4,1
"Great app But it forces you to sign in to something to use it, which is garbage. You should be able to use this without signing in. Backup and restore doesn't have to be via online accounts only, it can be ""export to file"" thing, which I preffer 100% of the time.",2,1
🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗🤗😂😂😂😂😂😂😂🤗😶😌😉🙃😑😤😶😍😍😍😍😘😘😘😘,4,0
It's been a good app but I can't sign in now. I can't even renew my premium membership. I love this app but it's been like this for long. You will always be redirected to the sign in page everytime you sign in,1,1
Very use full to manage our time well👌👌,5,0
I am really unhappy 😞 with this app now .....I was working hard to buy a new tree and now you have converted all into pro version..... Irrespective of thinking of people who can't afford🙁,2,1
"I had a problem with upgrading to Premium. They were quick with their response and fixed the problem right away. It's a good app for those familiar with the Franklin Covey system, and syncs well across devices.",4,1
Is there not a way to open it on a desktop? Please add that feature Update: other apps offer the same feature without making you upgrade to premium - I rather see more ads than have to pay for that simple feature,3,1
Excellent so far. Better to include a feature to tick off tasks as a record that it was completed.,4,1
"When I went to create an account, I would fill everything out and then I would have to start over. Couldn't even use the app",2,1
Simple and practical,4,0
"Well designed app, just wish it had some more flexibility for assigning dates and responsibilities. I also haven't been very successful at using the notification function.",4,1
"It's a nice to do list app for me. Separating things into habits, dailies, and to do's isn't something I really thought about. So it's helped me plan what I want a bit better. I just wish there was a late night mode where it acts as if it's yesterday so you can accurately reminesce about what you did that day. I usually plan things out at night. Also turning a to do into a nice grocery list would be nice too. Trying to put it in the notes of a to do doesn't really work since you can't check.",5,1
The app itself is useful but they charged me three times for one subscription and will not respond to me when I email them.,2,1
"The new notifications are useless to me. I always keep my phone on vibrate, and the old normal Android notification would vibrate my phone and notify me on my watch too. But now the new notification pops up silently and is very easy to miss. And I've tried changing the settings and nothing works. I really don't understand why not use Android's build-in notifications instead of this new thing or why is there no option to turn it off?",2,1
"Easy to use and understand. I have an issue with the reminder settings, if I set a time reminder, then it drains my battery. So I am not able to use this function. Otherwise I am happy.",2,1
"Do not have the account sync feature, how we backup data when we change device ?!",1,1
"I like this app but sometimes it just closes and anything you were doing is not saved. Very annoying, and it happens on all 3 of my devices so I don't think it is a problem with the device",3,1
"I had to uninstall the app since it didn't open and kept stopping, when I reinstalled it all my progress and data was lost .",1,1
"First of all it's an excellent app. I like the fact that it is highly customizable. However, I'd like to make a suggestion. Your app lacks the ""emotional"" aspect a bit. I suggest to add support of small custom avatar-like images to the tasks instead of monotone colored icons. This way a task will associate with something positive/inspirational. Pressing on a task could then show a larger version of the image in the task view screen. Do not understimate the power of visual associations.",5,1
"I never thought I could switch to a digital planner and yet here I am, my husband is so happy to see everything that used to take him time sifting through my calendar. We're all synced up on Google calendar now and i have the beautiful version for me to see on Artful Agenda with the lists I need to run my box and family!",5,0
Great application. However application is a bit not responsive.,4,1
Love the app but it became annoying with the upgrade requests. Bye!!. Update.. Reinstalled but useless now that they've gotten cheap with the themes. I have visual issues so require a darker theme. Only light theme is now free.,2,1
"This app is great overall, I just wish there were categories for your inventory items and that the task list widget showed your profile icon also, the profile icon has very bad quality when you choose your own :/",4,1
"The best habit tracker app I've seen, would've done 5 stars, but I feel like something's missing, and I can't quite put my finger on it",4,0
Wow a nice app east to use and I get a lot of fun,4,0
"No doubt! It is the best time management app I have ever used and I have recommended this app to many of my School friends. Help me: I have created my routine in one mobile and I sometimes use another mobile as well, I just want to know how I can link both apps to notify me on other mobile also or Do i need to create the routine again ? . I appreciate you guys for making this wonderful app. I am also looking forward to see new great features in the app. 🙂",5,1
"Don't know why but this app just doesn't work. Tried adding a task just 5 minutes from current time and it doesn't work. Well only some times it does(work). Totally disappointed with this, being from Microsoft my expectations were high.",1,1
Impress me with something good that was not here during wunderlist. Thank you for screwing my wunder-lists and making me jump through the hoops of remembering skype password,2,1
"Definitely the best app out there for syncing honey-do lists, especially if your life is complicated.",5,0
Easy to use.  I like being able to add sub tasks and notes.  Still new to using it though.,4,0
Its a good app. Its crashing on a daily basis,2,1
Reminder did not appear,1,1
It's nice. But it doesn't grant my expectation. Need some improvement. But this is the best journal app I've ever downloaded,4,0
"too much setup. i just want to write my notes not title & subtitle everything! on the plus side, no permissions🙂",1,1
"Stupid premium, upgraded version for planting trees 🌳. Not fair 😑",2,1
"Almost excellent app, unfortunately (and surprisingly) it's missing Outlook integration so I'll use something else meanwhile.",3,0
I wish if I can mentor my progress in habits by points not only by days,4,0
"I like it at lot, but it seems like recently, this v thing is taking out my battery, hogging memory, and using data more than chrome which I use constantly. Until someone can help me figure this out, or if this high usage of phone resources is normal, I can't rate it any higher. I might even have to remove it and search for an alternative.",2,1
Just give an option to go back to the old version. So unsatisfied and feel demotivated after the new update.,1,1
"Edit (since I can't seem to respond to your comment): I have the feeling the fullscreen apps appear more often than once every 18 hours, although I admittedly am not sure about this. But the x icon only appears after a timer has run out, which is partially why they're so annoying. I do understand the need for ads, and that a lot of work is put into the app, and I appreciate all your hard work on it ;)",3,1
I love the design and the app in general. I would give it 5 stars if it would allow to size the image and the information displayed.,3,1
Very nice and clean. love the app,4,1
It is a really useful app,5,0
"The latest update has shrunk the buttons, and I can no longer use this app to check off my dailies.",3,1
"This is an overengineered list keeping app that I hate. I kept it for years in spite of that because I was in the ecosystem, but today it locked me out of my grocery list so good riddance. No i don't need it to take thirty seconds to boot up my grocery list so that your algorithm can tell me how to most productively plan my day by sorting my grocery list in order of the order I entered each item. I do not need an any.do minute.",1,1
Can't adjust center clock size. Can't open alarms by touching the center clock. The image for opening the app on the play store doesn't represent what you can customize the clock to look like as a widget. Augh. Cool but lacking necessary functions.  EDIT - I was not able to click the center clock and open my alarms. Not sure why. But the developer said it is possible.,2,1
"Really beneficial, it allows me to follow my routines efficiently",4,0
My best calendar app. It has everything I need. The only missing thing is the split view (month and events/tasks list).,5,0
"Very useful, lives up to its promises so I am impressed and that hardly happens!!!",4,1
"Jury is still out.....would be more than happy to review.....if i was actually given the time to do so before the ""rate me rate me"" messages.",3,0
Wonderful app. It helps a lot on trekking my progress and motivates me not to give up,5,0
"Lots of emails notifications that you can not stop! Most of the features you need - including seeing a completed task - are all in the pro version (needs payment!) Edit after ""Doist"" reply: I mean the email notifications for the due jobs on the lists. They keep filling my email every day and I could not stop them!",2,1
Customizable and syncs nice across all our devices.,5,0
"thanks TimeTune❤️ been using ur app since 2018: ✅ I achieved 1st place at local singing competition since you always remind me to practice ✅ U always reminded me to work out at gym, now I'm in a better shape ✅ I made my clients happy because I arranged all my responsibilities fit their needs at a perfect time Thanks, will abosulely still using this when Alien invade the earth one day",5,1
"I've been using this happily for years, but I have realised that it desperately needs iCal feeds functionality to make it perfect. I need to see personal and work calendars, and an university provided ical feed all in the same place. Update: A year on from my last comment and a university year and this still doesn't seem to support live iCal feeds from a url. One-off iCal import has always been there, but this will leave me with a potentially out of date snapshot of my timetable rather than the latest version.",3,1
Too difficult,3,1
"I would give this app 5 stars but I am beyond frustrated with how slow it is to open. I pay the subscription for premium, and I love all the options in the app. But it literally takes 5 to 10 minutes for the app to open, unless there is a notification in my notification bar that I can open the app with. This would be annoying even with a free app, but to pay for a slow app that takes ages to open is ridiculous. In the 2 or 3 years that I've used it this has never been fixed with any upgrade.",3,1
"I paid for habitbull premium for the sync functionality, which fully does not work. I've tried reinstalling the app, reinstalling android, getting a new phone. No luck. Emailed habitbull a month ago and still no reply. If I want to take a backup I have to screenshot everything. not ideal Apart from this the app is decent. It's got a cute meme",1,1
"How it SHOULD work is fantastic and perfect for me. But whenever I have my schedule laid out and planned, the app deletes them or forgets them and i have to start over, only to have them deleted again. I really really want to use it. Why does it make it so unable to?",1,1
